dz_2021_code,white,irish_traveller,roma,indian,chinese,filipino,pakistani,arab,other_asian,black_african,black_other,mixed,other_ethnicities
N20002238,655,0,0,0,1,0,0,0,0,0,0,3,3
N20002239,656,1,0,0,1,0,0,0,0,0,0,0,0
N20002240,651,0,0,0,0,1,0,0,0,0,1,2,0
N20002241,331,7,0,0,0,0,1,0,0,0,0,1,0
N20002242,664,0,0,1,0,2,0,0,0,0,0,4,0
N20002243,495,0,0,0,0,0,0,0,0,0,0,0,0
N20002244,476,0,0,0,0,0,0,0,0,0,1,0,0
N20002245,666,10,0,1,0,4,0,0,0,0,0,0,0
N20002246,538,0,0,0,0,1,0,0,0,0,0,6,0
N20002247,605,0,0,3,4,0,0,0,0,0,0,0,0
N20002248,824,1,1,0,0,0,0,0,3,0,1,5,0
N20002249,586,0,0,0,1,0,0,0,0,0,0,1,0
N20002250,507,0,0,0,0,0,0,0,0,0,0,1,0
N20002251,522,0,0,0,0,0,0,0,0,0,0,1,0
N20002252,510,0,0,1,0,9,0,4,1,5,1,3,0
N20002253,283,0,0,0,0,7,0,0,5,0,0,0,0
N20002254,455,0,0,0,6,7,0,0,8,1,0,12,0
N20002255,265,0,0,0,0,0,1,0,0,0,0,1,7
N20002256,423,0,0,1,1,1,0,0,1,10,0,1,0
N20002257,598,0,0,3,0,1,5,5,0,0,1,16,0
N20002258,577,0,0,0,0,0,0,0,0,0,0,6,0
N20002259,483,0,0,0,3,2,0,0,0,0,1,4,0
N20002260,521,0,0,1,0,2,0,0,1,0,1,5,5
N20002261,473,0,0,2,1,0,0,0,0,0,0,8,0
N20002262,481,0,0,0,2,0,0,0,1,0,0,0,0
N20002263,405,0,0,13,0,3,0,0,0,0,0,3,0
N20002264,509,0,0,0,0,0,0,1,0,0,0,1,0
N20002265,256,0,0,0,1,0,0,0,0,0,0,2,1
N20002266,506,0,0,7,0,7,0,0,0,0,0,5,0
N20002267,283,0,0,15,0,5,0,0,0,0,0,2,0
N20002268,1072,0,0,0,0,1,0,0,0,1,0,2,0
N20002269,618,1,0,1,0,0,0,0,4,0,1,4,1
N20002270,239,0,0,9,1,0,0,0,0,0,0,0,0
N20002271,449,0,0,0,3,0,0,0,0,0,0,0,0
N20002272,529,0,0,0,0,3,0,0,1,2,1,6,0
N20002273,522,1,0,0,3,9,0,0,0,5,0,0,1
N20002274,511,0,0,0,0,0,0,0,1,0,0,0,0
N20002275,582,0,0,0,0,5,0,1,1,0,0,10,0
N20002276,483,0,0,0,0,0,0,0,1,1,0,6,1
N20002277,699,1,0,0,0,3,0,0,0,0,0,4,1
N20002278,385,0,0,0,0,0,0,0,0,0,0,0,0
N20002279,244,0,0,0,0,0,1,0,2,0,0,4,0
N20002280,434,0,0,0,0,0,1,1,0,1,0,2,0
N20002281,640,0,0,3,5,0,0,0,0,0,0,3,0
N20002282,410,0,0,0,0,1,3,0,0,2,0,4,1
N20002283,213,0,0,0,0,0,0,0,0,0,0,3,1
N20002284,829,0,0,8,0,0,0,0,0,1,0,1,0
N20002285,522,0,0,0,6,0,0,0,0,0,0,14,0
N20002286,381,0,0,0,0,0,0,0,1,0,0,5,0
N20002287,518,0,0,0,2,0,0,1,0,3,0,7,0
N20002288,888,0,0,2,1,2,0,0,0,0,0,0,0
N20002289,853,47,0,0,0,0,0,0,0,0,2,2,0
N20002290,482,0,0,0,0,0,0,0,0,0,0,0,1
N20002291,373,4,0,0,0,0,0,0,0,0,0,6,1
N20002292,676,3,0,0,0,0,0,0,1,0,0,1,0
N20002293,508,0,0,0,0,0,6,0,0,0,0,0,0
N20002294,512,0,0,0,0,0,0,0,0,0,0,0,0
N20002295,614,0,0,0,3,1,0,0,0,0,2,5,0
N20002296,702,0,0,0,1,5,0,0,0,4,1,5,2
N20002297,557,0,0,0,0,2,0,0,1,1,0,10,1
N20002298,456,0,0,0,4,0,0,0,0,0,0,4,1
N20002299,501,0,0,0,1,0,0,0,0,0,0,0,0
N20002300,577,0,0,0,0,0,0,0,1,0,0,2,0
N20002301,330,0,0,0,0,0,0,0,0,0,0,3,0
N20002302,462,0,0,0,0,0,0,0,1,0,0,3,1
N20002303,550,0,0,0,1,0,0,0,0,0,0,5,0
N20002304,374,0,0,0,0,0,0,0,1,1,0,3,0
N20002305,550,0,0,4,5,0,0,0,1,0,0,4,0
N20002306,551,0,0,14,8,0,0,0,1,0,0,8,3
N20002307,329,0,0,7,0,0,0,0,0,1,0,3,1
N20002308,474,0,0,0,14,0,4,0,2,1,0,0,0
N20002309,547,0,0,0,11,0,0,0,0,1,1,5,2
N20002310,744,0,0,5,23,0,0,4,0,0,0,4,0
N20002311,423,0,0,0,0,0,0,0,1,0,0,3,0
N20002312,551,0,0,5,8,1,0,0,1,1,0,12,4
N20002313,514,0,0,0,15,0,0,0,1,0,0,3,0
N20002314,285,0,0,4,6,4,0,2,0,1,0,0,0
N20002315,405,0,0,14,7,0,0,0,0,4,0,3,0
N20002316,320,0,0,0,0,0,0,0,1,7,0,3,0
N20002317,590,0,0,0,0,0,0,0,3,1,0,0,1
N20002318,798,17,0,0,3,0,4,0,4,5,3,5,0
N20002319,724,0,0,3,0,0,0,0,1,4,0,4,0
N20002320,745,0,0,0,0,2,0,0,0,0,0,1,0
N20002321,555,0,0,0,0,0,0,0,0,2,0,0,0
N20002322,635,0,0,0,0,2,0,0,0,1,0,6,0
N20002323,602,0,0,1,0,1,0,1,0,0,0,17,1
N20002324,660,0,0,1,0,0,0,1,1,0,0,3,0
N20002325,553,0,0,0,0,0,0,0,2,0,0,2,0
N20002326,557,0,0,3,5,0,0,0,0,0,1,8,0
N20002327,362,1,0,0,0,1,0,5,0,0,0,0,0
N20002328,461,0,0,6,6,7,0,0,0,0,1,4,0
N20002329,631,0,0,0,8,0,0,0,0,5,0,12,0
N20002330,507,0,0,5,0,4,0,0,0,7,0,2,0
N20002331,383,0,0,0,0,1,0,0,5,0,1,11,6
N20002332,610,0,0,4,5,0,0,1,0,0,0,8,0
N20002333,374,0,0,5,4,1,0,0,0,0,1,2,0
N20002334,702,0,0,0,0,0,0,0,2,0,4,0,1
N20002335,463,0,0,1,0,0,0,0,0,1,0,0,0
N20002336,619,0,0,8,9,0,5,0,0,0,0,6,3
N20002337,466,0,0,3,0,0,0,0,0,1,1,0,0
N20002338,237,0,0,10,5,0,0,0,1,0,0,5,0
N20002339,411,0,0,0,0,0,0,0,4,0,1,4,9
N20002340,229,0,0,0,0,0,0,2,0,0,0,0,0
N20002341,511,0,0,10,6,0,0,1,1,0,0,4,0
N20002342,474,1,0,6,13,0,2,0,0,0,0,1,3
N20002343,345,0,0,4,1,0,0,0,4,0,0,3,1
N20002344,591,0,0,5,9,3,0,0,1,0,0,4,1
N20002345,353,0,0,0,0,7,0,6,0,0,0,6,3
N20002346,350,0,7,11,0,0,0,0,0,1,3,8,0
N20002347,518,0,0,0,0,1,2,0,0,6,0,4,0
N20002348,405,0,0,4,0,0,0,1,2,0,0,0,0
N20002349,609,0,0,21,17,0,5,0,1,0,0,4,1
N20002350,470,0,0,12,3,0,0,6,0,0,0,4,1
N20002351,608,0,0,34,5,7,5,0,1,8,0,4,0
N20002352,481,0,0,0,7,5,0,0,7,5,0,4,2
N20002353,788,0,0,8,3,1,4,2,2,4,4,7,0
N20002354,308,0,0,0,1,1,0,0,0,0,0,1,0
N20002355,460,0,0,16,0,5,0,0,1,0,0,6,0
N20002356,441,0,0,13,13,1,0,0,2,5,0,1,0
N20002357,395,1,0,14,0,5,0,5,0,8,0,4,0
N20002358,351,0,0,9,5,3,0,0,0,0,0,0,0
N20002359,202,0,0,0,0,5,0,0,0,10,1,6,0
N20002360,450,0,0,28,6,0,0,0,0,4,1,3,6
N20002361,386,0,1,0,1,0,0,0,0,0,0,1,0
N20002362,613,0,0,27,0,0,0,0,4,0,0,8,5
N20002363,480,0,0,1,1,14,0,0,4,0,2,9,2
N20002364,461,0,0,4,0,2,0,0,0,0,0,2,0
N20002365,287,0,0,0,0,6,0,0,2,0,0,2,1
N20002366,461,0,0,7,0,12,0,7,1,0,0,3,0
N20002367,435,0,0,8,0,0,0,0,0,0,6,3,3
N20002368,499,0,0,0,0,1,0,0,0,5,0,7,0
N20002369,424,0,0,0,2,0,0,0,0,0,0,0,0
N20002370,454,0,0,0,0,0,3,6,0,0,0,11,3
N20002371,421,0,0,1,0,12,0,0,0,0,0,3,3
N20002372,648,0,0,9,0,19,1,0,0,6,0,6,3
N20002373,658,0,0,8,0,10,0,11,0,0,0,8,4
N20002374,485,0,0,2,0,0,0,0,7,0,0,6,0
N20002375,398,0,0,0,0,0,0,6,5,0,0,1,0
N20002376,216,2,0,0,0,0,1,4,3,0,0,0,0
N20002377,644,0,0,2,9,1,0,5,8,1,0,6,1
N20002378,528,0,0,0,1,0,0,0,1,0,0,7,0
N20002379,688,1,0,16,0,12,6,0,18,9,1,3,1
N20002380,400,0,0,5,0,0,0,2,0,5,4,7,0
N20002381,449,0,0,0,0,3,0,0,0,0,0,8,0
N20002382,601,1,0,17,0,6,0,0,0,5,2,8,0
N20002383,378,0,0,6,5,0,7,0,0,5,0,3,4
N20002384,480,0,0,0,0,3,0,0,0,5,0,8,0
N20002385,587,0,0,11,9,0,0,0,1,1,0,7,1
N20002386,605,0,0,15,1,0,0,0,3,4,0,10,1
N20002387,553,0,0,36,9,10,4,0,0,2,5,8,0
N20002388,534,0,0,5,0,6,6,0,11,5,0,10,3
N20002389,528,0,0,9,0,8,12,0,3,0,0,5,1
N20002390,574,0,0,0,0,5,0,0,3,6,0,0,0
N20002391,254,0,0,0,0,0,0,0,0,1,0,3,0
N20002392,753,0,0,6,0,0,5,0,0,0,1,7,0
N20002393,555,0,0,4,4,0,0,0,0,1,0,8,0
N20002394,459,0,0,0,0,1,0,0,1,0,1,1,4
N20002395,387,0,0,3,2,0,0,0,0,0,1,3,0
N20002396,346,0,0,0,1,0,0,0,0,0,0,3,0
N20002397,458,0,0,3,1,0,0,0,0,0,1,13,0
N20002398,441,0,0,0,1,0,0,0,8,1,0,3,0
N20002399,690,0,0,1,8,0,5,0,1,0,0,0,0
N20002400,296,1,0,0,0,0,0,0,0,4,0,0,0
N20002401,378,0,0,0,6,0,0,4,0,0,0,9,5
N20002402,382,6,0,6,9,0,0,0,1,7,0,1,0
N20002403,399,0,0,0,1,0,0,1,0,0,0,2,0
N20002404,970,0,0,0,0,4,0,0,7,12,33,12,7
N20002405,477,0,0,0,0,0,0,1,0,12,14,6,4
N20002406,544,0,0,9,4,0,0,0,0,4,0,3,0
N20002407,243,0,0,0,2,3,0,0,0,0,0,2,1
N20002408,551,0,0,1,4,0,1,0,0,0,0,8,0
N20002409,395,0,0,0,0,0,0,0,0,3,0,7,9
N20002410,395,0,0,0,0,0,0,0,0,1,2,0,0
N20002411,571,0,0,3,1,6,0,1,1,2,0,5,0
N20002412,462,0,0,0,4,0,0,0,1,0,1,6,1
N20002413,274,0,0,5,12,0,0,0,0,1,0,11,0
N20002414,490,0,0,0,4,9,0,0,0,0,0,17,11
N20002415,427,0,0,0,0,9,0,0,4,0,0,4,0
N20002416,391,0,0,0,6,0,5,5,0,0,0,4,0
N20002417,505,0,0,0,2,0,0,0,0,3,0,4,0
N20002418,407,0,0,0,0,4,0,0,0,1,0,10,2
N20002419,259,0,2,0,6,3,0,0,0,0,0,7,1
N20002420,450,0,0,0,0,6,0,7,3,0,0,9,0
N20002421,263,0,0,3,3,0,0,0,1,0,1,5,0
N20002422,249,1,0,4,8,0,0,0,0,0,0,4,1
N20002423,487,0,0,5,0,0,0,0,7,1,2,0,0
N20002424,517,0,0,3,4,2,0,0,0,0,0,7,0
N20002425,604,0,0,1,3,0,4,0,1,2,0,5,1
N20002426,459,0,0,0,0,0,0,0,0,1,0,0,0
N20002427,508,0,0,0,1,0,0,4,0,0,1,4,0
N20002428,234,0,0,0,0,0,0,1,0,0,0,0,0
N20002429,543,0,0,4,3,8,5,0,0,5,0,3,0
N20002430,420,0,0,1,0,0,3,0,0,0,1,3,0
N20002431,421,0,0,1,0,0,0,1,2,2,0,10,1
N20002432,462,0,0,0,1,8,0,0,0,3,1,9,0
N20002433,423,0,0,0,4,0,0,0,1,1,1,4,0
N20002434,260,0,0,0,0,0,0,0,0,0,0,6,1
N20002435,649,0,0,0,7,0,7,0,0,0,1,5,0
N20002436,435,0,0,6,1,0,0,0,3,0,0,5,0
N20002437,681,0,0,6,13,0,0,0,2,5,0,1,3
N20002438,471,0,0,1,0,0,0,0,0,0,0,4,0
N20002439,750,0,0,0,0,0,1,0,2,0,3,9,0
N20002440,633,0,0,6,0,0,0,0,0,0,1,4,0
N20002441,613,0,0,0,1,0,0,1,0,0,0,2,1
N20002442,546,0,0,0,0,0,0,0,0,0,1,0,0
N20002443,410,0,0,0,0,0,0,0,1,0,0,3,0
N20002444,563,0,1,4,0,0,4,0,0,0,0,4,0
N20002445,578,0,0,0,0,2,0,0,0,0,1,2,0
N20002446,603,0,0,0,3,0,0,0,0,0,0,0,0
N20002447,580,0,0,0,0,0,0,0,0,1,1,0,0
N20002448,475,0,0,0,0,0,1,0,5,0,0,0,4
N20002449,539,0,0,4,0,0,0,0,2,0,0,1,6
N20002450,532,0,0,0,0,0,0,0,0,0,0,0,0
N20002451,590,1,0,0,0,1,0,0,0,0,1,0,1
N20002452,504,0,0,0,0,0,0,0,0,0,0,1,0
N20002453,453,0,0,0,0,0,0,0,0,0,0,3,0
N20002454,605,0,0,1,2,0,0,0,3,3,0,8,0
N20002455,370,0,0,0,0,1,0,0,0,0,0,4,0
N20002456,646,0,2,0,0,6,1,3,0,0,0,8,1
N20002457,466,0,0,0,2,1,0,0,9,0,0,14,1
N20002458,551,0,0,8,5,0,0,0,1,0,1,3,0
N20002459,462,0,0,4,10,0,0,0,1,6,0,6,0
N20002460,221,0,0,1,9,0,2,0,1,7,0,4,0
N20002461,680,0,0,17,14,2,0,0,1,3,0,10,0
N20002462,448,0,1,8,10,1,2,0,4,0,1,7,1
N20002463,427,1,0,4,4,0,0,0,6,0,0,8,1
N20002464,405,0,0,6,17,1,0,0,6,0,0,2,0
N20002465,390,0,0,15,11,4,2,0,0,0,0,3,0
N20002466,222,0,0,4,7,0,0,0,3,3,0,1,0
N20002467,632,0,0,5,9,0,0,0,0,1,1,9,0
N20002468,522,3,0,21,2,4,0,0,0,0,0,2,2
N20002469,329,0,0,7,14,0,3,10,1,0,0,3,0
N20002470,641,0,0,9,5,0,0,0,11,0,0,10,0
N20002471,384,0,0,10,9,0,0,0,0,7,0,1,0
N20002472,439,2,0,4,7,0,0,0,1,1,0,9,2
N20002473,426,1,0,5,3,0,0,0,0,0,0,9,1
N20002474,658,0,0,16,16,0,0,5,5,1,0,12,1
N20002475,457,1,0,4,0,1,0,0,1,0,0,2,1
N20002476,657,0,0,8,8,0,3,2,0,3,0,12,1
N20002477,380,0,0,4,10,0,1,0,10,0,0,3,1
N20002478,749,0,0,14,6,4,0,0,11,0,0,9,1
N20002479,283,0,0,15,30,0,0,0,0,1,0,4,2
N20002480,561,0,0,18,27,0,0,0,0,0,0,7,0
N20002481,660,0,0,21,28,6,0,4,0,0,0,14,1
N20002482,593,0,0,54,28,0,4,0,0,16,0,5,0
N20002483,777,0,0,8,14,3,4,0,0,0,0,6,0
N20002484,795,4,0,5,14,0,4,0,0,6,0,7,5
N20002485,394,0,0,7,1,0,0,0,3,0,0,1,0
N20002486,249,0,0,13,6,0,0,0,0,0,0,0,0
N20002487,692,0,0,12,9,0,10,0,0,0,0,12,0
N20002488,546,1,1,5,2,0,0,0,0,0,0,1,1
N20002489,338,0,0,0,0,0,0,0,0,0,0,0,0
N20002490,601,0,0,8,7,10,0,0,0,0,0,3,0
N20002491,551,0,0,0,2,0,0,0,0,0,0,3,0
N20002492,334,0,0,7,5,0,0,0,0,2,0,1,0
N20002493,345,0,0,1,0,0,0,0,0,0,1,7,0
N20002494,382,0,0,7,7,6,4,0,5,0,0,4,0
N20002495,632,0,0,6,6,1,0,0,0,5,1,5,7
N20002496,694,0,0,9,6,6,5,0,7,5,0,6,0
N20002497,472,0,0,0,0,0,0,0,0,1,0,1,0
N20002498,392,0,0,5,1,0,0,0,0,0,0,4,0
N20002499,664,0,0,8,4,0,0,4,0,0,0,8,0
N20002500,893,0,0,0,12,0,0,0,0,5,2,5,0
N20002501,481,0,0,11,1,8,0,0,0,0,1,2,0
N20002502,371,0,0,12,4,24,0,0,1,0,0,4,0
N20002503,537,0,1,0,6,7,0,0,1,1,1,13,0
N20002504,275,0,0,0,0,20,1,0,6,0,0,0,1
N20002505,489,0,0,7,13,3,4,0,0,4,0,10,0
N20002506,294,0,0,0,5,24,0,0,0,1,0,1,0
N20002507,207,0,0,6,0,11,0,0,0,0,0,1,2
N20002508,442,0,0,33,1,30,0,0,2,5,2,2,2
N20002509,518,0,0,18,8,9,0,0,0,6,0,4,1
N20002510,337,1,0,0,0,0,0,0,0,0,0,3,3
N20002511,478,0,0,3,5,7,0,0,0,0,0,5,0
N20002512,430,0,0,7,1,21,0,0,6,0,0,4,1
N20002513,326,0,0,5,0,10,11,0,0,0,0,7,0
N20002514,580,0,0,0,0,12,0,0,0,0,0,4,0
N20002515,513,0,0,4,15,19,0,0,1,0,0,7,2
N20002516,483,0,0,38,3,35,4,0,3,7,5,6,0
N20002517,292,0,0,0,0,1,0,0,6,1,0,9,0
N20002518,438,0,0,10,6,4,0,0,0,0,0,5,0
N20002519,288,0,0,7,0,0,0,0,0,0,0,5,0
N20002520,487,0,0,22,3,10,0,0,0,14,0,3,0
N20002521,474,0,0,3,0,0,0,0,1,4,0,7,1
N20002522,364,0,0,0,5,0,0,0,0,0,0,1,0
N20002523,355,0,0,0,1,3,0,0,1,0,0,0,1
N20002524,477,0,0,5,5,19,0,1,0,11,0,5,0
N20002525,347,0,0,5,0,4,0,0,6,0,1,4,1
N20002526,517,0,0,4,7,29,0,0,1,0,0,4,4
N20002527,619,0,0,5,0,4,0,0,0,0,1,5,0
N20002528,324,0,0,0,11,3,0,0,0,1,0,5,0
N20002529,339,0,0,9,0,1,0,0,0,0,0,0,0
N20002530,457,0,0,0,0,1,0,1,0,1,0,3,0
N20002531,307,1,0,7,0,0,0,1,0,0,2,4,0
N20002532,451,0,0,1,6,0,0,0,5,0,0,1,0
N20002533,327,0,0,0,1,4,0,1,0,0,0,5,0
N20002534,511,0,0,3,2,17,0,0,0,5,0,1,0
N20002535,340,1,0,10,2,0,0,0,0,0,1,9,0
N20002536,548,0,0,0,6,0,0,0,0,2,2,6,0
N20002537,326,0,0,0,2,0,0,0,0,0,0,2,0
N20002538,420,0,0,2,6,0,0,0,2,0,0,5,0
N20002539,406,0,0,1,0,0,0,1,0,1,0,7,0
N20002540,427,0,0,0,0,0,0,0,2,1,0,0,1
N20002541,454,1,1,1,1,0,0,0,0,1,0,2,0
N20002542,365,0,0,0,0,1,0,0,1,0,0,1,0
N20002543,263,0,0,1,0,0,0,0,0,0,0,3,0
N20002544,372,0,0,0,5,0,0,0,1,0,0,5,0
N20002545,595,0,0,0,0,0,0,0,0,1,1,3,0
N20002546,608,0,0,0,1,0,0,0,1,0,0,1,0
N20002547,629,1,0,0,0,0,0,0,3,0,1,0,0
N20002548,649,0,0,0,0,0,0,0,1,0,0,0,0
N20002549,558,0,0,0,1,0,0,0,0,0,0,1,0
N20002550,592,0,0,0,0,0,0,0,0,0,0,0,0
N20002551,418,0,0,0,0,0,0,0,0,0,0,0,1
N20002552,455,0,0,0,0,0,0,0,0,0,1,1,0
N20002553,434,0,0,0,0,0,0,0,0,0,0,0,0
N20002554,348,0,0,0,0,2,0,0,0,2,1,1,0
N20002555,509,0,0,0,1,0,0,0,0,0,0,1,0
N20002556,497,0,0,0,1,0,0,0,0,6,0,2,0
N20002557,559,0,0,5,1,0,0,0,0,0,0,6,0
N20002558,336,0,0,0,3,0,0,0,0,0,0,0,1
N20002559,369,0,0,0,6,0,0,0,1,0,0,2,0
N20002560,377,0,1,0,0,1,0,0,1,0,0,4,0
N20002561,427,0,0,0,3,0,0,0,0,0,0,1,0
N20002562,549,0,0,0,0,0,0,0,0,3,1,1,1
N20002563,731,0,0,1,0,0,0,0,0,0,0,8,0
N20002564,656,0,0,0,3,0,0,0,0,0,2,1,2
N20002565,273,0,0,0,9,0,4,0,0,0,0,0,1
N20002566,390,0,0,0,1,0,0,0,0,0,0,0,0
N20002567,552,0,0,0,0,0,0,0,2,0,0,7,0
N20002568,327,0,0,0,1,0,0,1,0,0,0,1,0
N20002569,352,0,0,3,10,0,0,0,0,1,0,5,0
N20002570,416,0,0,0,5,0,0,0,1,0,0,0,0
N20002571,497,0,0,0,0,0,0,0,0,1,0,0,0
N20002572,547,0,0,0,2,0,0,0,0,0,0,0,0
N20002573,482,0,0,0,1,0,0,0,0,1,0,6,1
N20002574,647,0,0,0,1,0,0,0,0,0,1,5,0
N20002575,177,0,0,0,0,0,0,0,0,0,1,0,0
N20002576,566,0,0,0,0,0,0,0,0,1,0,0,0
N20002577,585,0,0,0,0,0,0,0,0,0,0,1,2
N20002578,528,0,0,0,0,0,0,0,2,1,0,0,2
N20002579,555,0,0,0,0,0,0,0,0,0,0,3,0
N20002580,539,0,0,0,0,0,0,0,1,0,0,3,0
N20002581,630,0,0,0,0,0,0,0,0,0,0,2,1
N20002582,624,0,0,0,0,0,0,0,0,5,0,0,0
N20002583,612,0,0,0,0,1,0,0,0,0,0,1,0
N20002584,685,0,0,0,1,0,0,0,0,0,0,0,0
N20002585,605,0,0,0,0,1,0,0,0,0,0,0,1
N20002586,600,1,0,0,0,0,0,0,0,0,0,0,6
N20002587,331,1,0,0,0,2,0,0,0,1,0,3,0
N20002588,526,21,17,0,0,0,2,0,5,0,0,0,0
N20002589,493,5,0,0,0,5,0,0,0,0,0,1,3
N20002590,461,0,0,0,2,1,0,2,0,0,0,1,0
N20002591,359,0,0,2,1,0,0,0,0,2,0,0,1
N20002592,437,0,1,0,0,0,0,0,1,0,0,1,1
N20002593,653,0,0,0,0,0,0,0,0,0,0,0,1
N20002594,449,52,0,4,0,1,0,0,0,0,0,4,0
N20002595,575,5,0,0,1,0,0,0,0,0,0,1,0
N20002596,327,0,0,0,3,0,0,0,0,0,0,0,3
N20002597,381,0,10,0,2,0,0,0,0,0,0,3,0
N20002598,383,0,0,0,5,0,0,0,0,0,0,0,0
N20002599,399,0,0,0,0,3,0,0,0,0,0,8,1
N20002600,548,0,0,0,8,0,0,0,0,0,0,4,0
N20002601,427,14,3,3,0,6,0,0,0,2,0,2,3
N20002602,480,1,0,4,0,0,0,0,0,0,0,0,0
N20002603,605,0,0,0,0,0,0,0,0,0,0,1,1
N20002604,665,0,15,0,1,4,0,0,0,4,1,3,7
N20002605,535,0,11,4,0,0,0,0,0,0,1,1,3
N20002606,717,3,5,0,0,0,0,0,1,0,0,6,5
N20002607,301,0,0,0,4,0,0,0,2,1,0,0,0
N20002608,195,6,0,0,0,2,0,0,0,2,0,6,0
N20002609,390,0,8,0,1,0,0,0,1,2,0,1,1
N20002610,361,0,0,0,0,2,0,0,0,0,0,1,0
N20002611,508,0,28,0,2,8,0,0,1,1,0,8,0
N20002612,487,3,0,4,9,0,0,0,0,0,1,1,0
N20002613,607,0,109,1,1,6,6,0,6,0,0,7,10
N20002614,395,0,0,0,0,8,0,0,0,0,1,0,0
N20002615,441,0,98,0,8,4,0,0,0,2,0,0,6
N20002616,332,6,0,0,0,1,0,0,1,0,4,5,0
N20002617,494,0,265,0,1,3,4,0,0,8,0,2,8
N20002618,410,0,0,0,1,2,0,0,0,0,0,0,0
N20002619,554,0,0,0,0,1,10,0,0,0,0,3,5
N20002620,455,0,78,0,4,0,0,1,1,1,0,5,1
N20002621,416,0,0,1,1,0,0,0,0,0,0,5,1
N20002622,433,0,1,0,0,0,5,0,0,0,0,1,0
N20002623,327,0,0,5,7,5,0,0,0,1,0,2,0
N20002624,437,1,0,0,0,0,2,0,1,0,0,2,0
N20002625,307,0,28,0,0,2,0,0,0,0,0,0,3
N20002626,362,0,0,0,0,0,0,0,0,0,0,4,0
N20002627,214,0,0,0,0,0,8,0,0,2,0,2,0
N20002628,484,0,28,0,3,0,1,0,5,7,0,9,0
N20002629,593,0,8,0,0,0,0,0,0,0,0,0,1
N20002630,319,0,0,1,5,1,0,0,0,0,0,0,1
N20002631,388,0,0,0,0,0,2,0,0,0,0,1,1
N20002632,445,0,0,0,4,3,0,0,0,9,0,1,0
N20002633,462,0,0,9,0,0,0,0,9,0,0,7,0
N20002634,457,0,0,0,5,0,0,0,0,0,0,6,1
N20002635,396,0,0,2,3,0,0,0,0,0,0,4,1
N20002636,276,0,0,0,3,0,0,0,0,0,0,1,1
N20002637,553,0,0,0,0,0,0,0,0,0,0,3,0
N20002638,384,0,0,0,3,0,0,0,0,2,0,4,0
N20002639,674,0,0,0,1,1,0,0,0,0,0,3,0
N20002640,699,0,0,0,1,4,0,0,0,0,1,9,0
N20002641,481,0,0,0,1,0,0,0,0,0,0,3,1
N20002642,585,0,0,0,0,0,0,0,0,0,0,0,0
N20002643,514,0,0,0,0,0,0,0,1,0,0,3,0
N20002644,351,0,0,0,0,0,0,0,0,0,1,1,0
N20002645,673,0,0,0,0,0,0,0,0,0,0,5,0
N20002646,736,0,0,0,0,1,0,0,0,0,0,0,1
N20002647,718,0,0,0,1,0,0,0,0,0,0,0,3
N20002648,681,0,0,0,0,1,0,0,0,1,0,4,0
N20002649,403,0,0,0,1,0,0,0,0,0,0,0,1
N20002650,406,0,0,0,0,0,0,0,0,0,0,1,0
N20002651,444,0,2,0,2,0,0,0,1,0,0,1,0
N20002652,602,0,0,1,0,0,0,0,0,0,0,1,0
N20002653,522,0,0,0,0,0,0,0,0,0,1,1,0
N20002654,668,0,0,0,0,0,0,0,0,0,2,0,1
N20002655,551,0,0,0,0,0,4,0,0,2,0,0,0
N20002656,484,0,1,0,4,0,0,0,0,0,0,0,1
N20002657,280,0,0,0,0,0,0,0,0,1,0,2,0
N20002658,598,0,0,4,0,0,0,0,0,1,0,1,2
N20002659,276,0,0,0,0,0,0,0,1,0,0,0,1
N20002660,411,0,0,0,0,0,0,0,0,0,0,0,0
N20002661,351,0,0,1,0,0,0,0,0,1,0,7,0
N20002662,653,0,0,0,0,1,0,0,0,0,1,2,0
N20002663,747,0,0,0,0,0,0,0,0,0,0,0,1
N20002664,573,0,0,0,0,2,0,0,0,4,0,2,2
N20002665,261,0,0,0,0,0,0,0,0,6,0,0,1
N20002666,466,0,25,1,0,0,0,0,1,4,0,2,0
N20002667,337,0,0,0,0,4,0,0,1,3,0,4,0
N20002668,569,0,0,0,0,2,0,0,0,0,0,0,0
N20002669,483,0,3,0,0,0,0,0,0,0,0,1,5
N20002670,546,0,0,5,0,0,0,1,0,1,1,2,0
N20002671,652,0,0,0,4,0,0,0,3,4,1,9,6
N20002672,210,0,0,0,0,0,0,0,0,2,0,1,0
N20002673,433,0,0,0,9,0,0,0,0,0,1,0,1
N20002674,433,0,0,0,0,0,0,0,0,0,0,1,0
N20002675,314,0,0,0,1,0,0,0,0,0,0,4,0
N20002676,675,0,0,0,0,0,0,0,0,0,0,4,0
N20002677,568,0,0,0,0,0,0,0,0,0,0,0,0
N20002678,635,0,0,0,0,0,0,0,0,1,0,4,0
N20002679,441,0,0,0,0,0,0,0,0,0,0,2,0
N20002680,411,0,0,1,0,1,0,0,2,0,0,0,0
N20002681,595,1,0,0,1,8,0,0,0,0,0,0,1
N20002682,653,0,0,1,0,0,0,0,0,3,0,1,0
N20002683,435,0,0,0,1,1,0,0,0,0,0,4,0
N20002684,357,0,0,0,0,0,0,0,0,0,0,1,0
N20002685,352,0,0,1,0,0,0,0,0,0,0,2,0
N20002686,419,0,0,0,0,0,0,0,0,0,0,0,3
